curve,cutoff,horizon,arm,actual,pred,mape,difficulty
run_1,5,2,A_domhan,1.267974853515625,1.2495516360989802,1.4529639421132055,Easy
run_1,5,3,A_domhan,1.2471219301223755,1.2172159554063038,2.3979992648463124,Easy
run_1,5,1,B_lcpfn,1.3022968769073486,1.2921017408370972,0.7828580603266542,Easy
run_1,5,2,B_lcpfn,1.267974853515625,1.2670137882232666,0.07579529591566583,Easy
run_1,5,3,B_lcpfn,1.2471219301223755,1.240349531173706,0.5430422467196037,Easy
run_1,6,1,A_domhan,1.267974853515625,1.261701446960973,0.49475796284587836,Easy
run_1,6,2,A_domhan,1.2471219301223755,1.2328699146514994,1.1427924669304443,Easy
run_1,6,3,A_domhan,1.238189697265625,1.2090675899347294,2.3519907648406253,Easy
run_1,6,1,B_lcpfn,1.267974853515625,1.2634226083755493,0.3590169889768707,Easy
run_1,6,2,B_lcpfn,1.2471219301223755,1.2417912483215332,0.427438702831503,Easy
run_1,6,3,B_lcpfn,1.238189697265625,1.2214857339859009,1.3490633395361447,Easy
run_1,7,1,A_domhan,1.2471219301223755,1.23748527559492,0.7727114963418161,Easy
run_1,7,2,A_domhan,1.238189697265625,1.2148460675439998,1.8853031787598007,Easy
run_1,7,3,A_domhan,1.2352460622787476,1.1959094668455412,3.1845149427668913,Easy
run_1,7,1,B_lcpfn,1.2471219301223755,1.2375458478927612,0.7678545295626862,Easy
run_1,7,2,B_lcpfn,1.238189697265625,1.2206499576568604,1.4165632008971483,Easy
run_1,7,3,B_lcpfn,1.2352460622787476,1.2058911323547363,2.376443918376722,Easy
run_2,3,1,A_domhan,1.2871477603912354,1.333194103905968,3.577393748541866,Easy
run_2,3,2,A_domhan,1.238710880279541,1.289835371912683,4.127233598013171,Easy
run_2,3,3,A_domhan,1.1946178674697876,1.2605657657957736,5.520417877698776,Easy
run_2,3,1,B_lcpfn,1.2871477603912354,1.3417291641235352,4.240492460299158,Easy
run_2,3,2,B_lcpfn,1.238710880279541,1.3284624814987183,7.245564937552088,Easy
run_2,3,3,B_lcpfn,1.1946178674697876,1.3061240911483765,9.334049549648888,Easy
run_2,4,1,A_domhan,1.238710880279541,1.2455283652271762,0.5503693441440286,Easy
run_2,4,2,A_domhan,1.1946178674697876,1.2028580263647868,0.6897736187766822,Easy
run_2,4,3,A_domhan,1.1676223278045654,1.1712141987983444,0.3076226711536645,Easy
run_2,4,1,B_lcpfn,1.238710880279541,1.233643889427185,0.40905355180318465,Easy
run_2,4,2,B_lcpfn,1.1946178674697876,1.212310791015625,1.4810529816795046,Easy
run_2,4,3,B_lcpfn,1.1676223278045654,1.1818768978118896,1.2208202659267855,Easy
run_2,5,1,A_domhan,1.1946178674697876,1.1867592247292618,0.6578373682933871,Easy
run_2,5,2,A_domhan,1.1676223278045654,1.1491239027463853,1.5842815452974401,Easy
run_2,5,3,A_domhan,1.1458327770233154,1.1186098973207141,2.375816109338558,Easy
run_2,5,1,B_lcpfn,1.1946178674697876,1.190212368965149,0.3687788894342892,Easy
run_2,5,2,B_lcpfn,1.1676223278045654,1.1639890670776367,0.3111674588957363,Easy
